"","state","county","percent_of_adults_with_less_than_a_high_school_diploma_2014_18","percent_of_adults_with_a_high_school_diploma_only_2014_18","percent_of_adults_completing_some_college_or_associates_degree_2014_18","percent_of_adults_with_a_bachelors_degree_or_higher_2014_18","state_fips_code","county_fips_code"
"436","AL","Washington",19.6,43.2,26.1,11.1,47,179
"437","AL","Washington",19.6,43.2,26.1,11.1,48,477
"438","AL","Washington",19.6,43.2,26.1,11.1,49,53
"439","AL","Washington",19.6,43.2,26.1,11.1,50,23
"440","AL","Washington",19.6,43.2,26.1,11.1,51,191
"441","AL","Washington",19.6,43.2,26.1,11.1,55,131
"442","AL","Wilcox",23.1,40.3,24.1,12.5,1,131
"443","AL","Wilcox",23.1,40.3,24.1,12.5,13,315
"444","AL","Winston",21.9,37.4,27.3,13.5,1,133
"445","AL","Winston",21.9,37.4,27.3,13.5,28,159
"446","AK","Aleutians West",11.2,40.5,31.9,16.4,NA,NA
"447","AK","Bethel",18.6,45.2,23.9,12.3,2,50
"448","AK","Dillingham",12.7,39.2,28.8,19.3,2,70
"449","AK","Hoonah-Angoon",8.5,35.6,32.5,23.4,NA,NA
"450","AK","Juneau",3.9,20.4,36.2,39.5,2,110
"451","AK","Juneau",3.9,20.4,36.2,39.5,55,57
"452","AK","Kusilvak",22.3,53.6,19.3,4.8,2,158
"453","AK","Nome",15.9,42.9,26.6,14.6,2,180
"454","AK","Petersburg",10.3,31.9,30.3,27.6,2,195
"455","AK","Petersburg",10.3,31.9,30.3,27.6,51,730
"456","AK","Prince of Wales-Hyder",9.8,37.3,35.3,17.6,NA,NA
"457","AK","Sitka",6,28.3,33,32.6,2,220
"458","AK","Southeast Fairbanks",9.8,32.6,38.5,19.1,NA,NA
"459","AK","Valdez-Cordova",4,32.7,32.7,30.6,NA,NA
"460","AK","Wrangell",11.7,37.6,30,20.7,2,275
"461","AK","Yakutat",8.2,38.4,33.5,20,2,282
"462","AK","Yukon-Koyukuk",14.3,40.3,32,13.4,NA,NA
"463","AZ","Apache",20.4,33.1,34.8,11.7,4,1
"464","AZ","Cochise",12.8,23.5,40.7,23,4,3
"465","AZ","Coconino",10.4,21.4,32.6,35.6,4,5
"466","AZ","Gila",14.7,28.6,38.2,18.5,4,7
"467","AZ","Graham",14.4,29.9,40.5,15.3,4,9
"468","AZ","Graham",14.4,29.9,40.5,15.3,20,65
"469","AZ","Graham",14.4,29.9,40.5,15.3,37,75
"470","AZ","Greenlee",11,36.2,40.9,11.9,4,11
"471","AZ","La Paz",22.7,33,32,12.4,NA,NA
"472","AZ","Maricopa",12.6,22.6,32.8,32,4,13
"473","AZ","Mohave",14.7,34.8,37.6,12.9,4,15
"474","AZ","Navajo",17.2,30.1,36.9,15.8,4,17
"475","AZ","Pima",11.7,22.5,34,31.9,4,19
"476","AZ","Pinal",14.6,29.7,36.8,19,4,21
"477","AZ","Santa",24.4,27.2,27.4,21,4,23
"478","AZ","Santa",24.4,27.2,27.4,21,6,83
"479","AZ","Santa",24.4,27.2,27.4,21,6,85
"480","AZ","Santa",24.4,27.2,27.4,21,6,87
"481","AZ","Santa",24.4,27.2,27.4,21,12,113
"482","AZ","Santa",24.4,27.2,27.4,21,35,49
"483","AZ","Yavapai",9.7,25.7,39.4,25.2,4,25
"484","AZ","Yuma",27.9,25.9,31.4,14.8,4,27
"485","AZ","Yuma",27.9,25.9,31.4,14.8,8,125
"486","AR","Arkansas",17,38.3,29.2,15.5,5,1
"487","AR","Ashley",17.7,39.9,29.2,13.2,5,3
"488","AR","Baxter",11.8,35,34.8,18.3,5,5
"489","AR","Benton",11.9,29.1,26.5,32.4,5,7
"490","AR","Benton",11.9,29.1,26.5,32.4,18,7
"491","AR","Benton",11.9,29.1,26.5,32.4,19,11
"492","AR","Benton",11.9,29.1,26.5,32.4,27,9
"493","AR","Benton",11.9,29.1,26.5,32.4,28,9
"494","AR","Benton",11.9,29.1,26.5,32.4,29,15
"495","AR","Benton",11.9,29.1,26.5,32.4,41,3
"496","AR","Benton",11.9,29.1,26.5,32.4,47,5
"497","AR","Benton",11.9,29.1,26.5,32.4,53,5
"498","AR","Boone",13,33.8,37.2,16,5,9
"499","AR","Boone",13,33.8,37.2,16,17,7
"500","AR","Boone",13,33.8,37.2,16,18,11
"501","AR","Boone",13,33.8,37.2,16,19,15
"502","AR","Boone",13,33.8,37.2,16,21,15
"503","AR","Boone",13,33.8,37.2,16,29,19
"504","AR","Boone",13,33.8,37.2,16,31,11
"505","AR","Boone",13,33.8,37.2,16,54,5
"506","AR","Bradley",18,41.6,25.1,15.2,5,11
"507","AR","Bradley",18,41.6,25.1,15.2,47,11
"508","AR","Calhoun",17.3,43.6,27,12.1,1,15
"509","AR","Calhoun",17.3,43.6,27,12.1,5,13
"510","AR","Calhoun",17.3,43.6,27,12.1,12,13
"511","AR","Calhoun",17.3,43.6,27,12.1,13,37
"512","AR","Calhoun",17.3,43.6,27,12.1,17,13
"513","AR","Calhoun",17.3,43.6,27,12.1,19,25
"514","AR","Calhoun",17.3,43.6,27,12.1,26,25
"515","AR","Calhoun",17.3,43.6,27,12.1,28,13
"516","AR","Calhoun",17.3,43.6,27,12.1,45,17
"517","AR","Calhoun",17.3,43.6,27,12.1,48,57
"518","AR","Calhoun",17.3,43.6,27,12.1,54,13
"519","AR","Carroll",14.2,34.6,30.8,20.4,5,15
"520","AR","Carroll",14.2,34.6,30.8,20.4,13,45
"521","AR","Carroll",14.2,34.6,30.8,20.4,17,15
"522","AR","Carroll",14.2,34.6,30.8,20.4,18,15
"523","AR","Carroll",14.2,34.6,30.8,20.4,19,27
"524","AR","Carroll",14.2,34.6,30.8,20.4,21,41
"525","AR","Carroll",14.2,34.6,30.8,20.4,24,13
"526","AR","Carroll",14.2,34.6,30.8,20.4,28,15
"527","AR","Carroll",14.2,34.6,30.8,20.4,29,33
"528","AR","Carroll",14.2,34.6,30.8,20.4,33,3
"529","AR","Carroll",14.2,34.6,30.8,20.4,39,19
"530","AR","Carroll",14.2,34.6,30.8,20.4,47,17
"531","AR","Carroll",14.2,34.6,30.8,20.4,51,35
"532","AR","Chicot",19.3,39.2,26.7,14.7,5,17
"533","AR","Clark",10.8,30.5,31,27.6,5,19
"534","AR","Clark",10.8,30.5,31,27.6,16,33
"535","AR","Clark",10.8,30.5,31,27.6,17,23
"536","AR","Clark",10.8,30.5,31,27.6,18,19
"537","AR","Clark",10.8,30.5,31,27.6,20,25
"538","AR","Clark",10.8,30.5,31,27.6,21,49
"539","AR","Clark",10.8,30.5,31,27.6,29,45
"540","AR","Clark",10.8,30.5,31,27.6,32,3
"541","AR","Clark",10.8,30.5,31,27.6,39,23
"542","AR","Clark",10.8,30.5,31,27.6,46,25
"543","AR","Clark",10.8,30.5,31,27.6,53,11
"544","AR","Clark",10.8,30.5,31,27.6,55,19
"545","AR","Clay",19.3,41.2,27.8,11.6,1,27
"546","AR","Clay",19.3,41.2,27.8,11.6,5,21
"547","AR","Clay",19.3,41.2,27.8,11.6,12,19
"548","AR","Clay",19.3,41.2,27.8,11.6,13,61
"549","AR","Clay",19.3,41.2,27.8,11.6,17,25
"550","AR","Clay",19.3,41.2,27.8,11.6,18,21
"551","AR","Clay",19.3,41.2,27.8,11.6,19,41
"552","AR","Clay",19.3,41.2,27.8,11.6,20,27
"553","AR","Clay",19.3,41.2,27.8,11.6,21,51
"554","AR","Clay",19.3,41.2,27.8,11.6,27,27
"555","AR","Clay",19.3,41.2,27.8,11.6,28,25
"556","AR","Clay",19.3,41.2,27.8,11.6,29,47
"557","AR","Clay",19.3,41.2,27.8,11.6,31,35
"558","AR","Clay",19.3,41.2,27.8,11.6,37,43
"559","AR","Clay",19.3,41.2,27.8,11.6,46,27
"560","AR","Clay",19.3,41.2,27.8,11.6,47,27
"561","AR","Clay",19.3,41.2,27.8,11.6,48,77
"562","AR","Clay",19.3,41.2,27.8,11.6,54,15
"563","AR","Cleburne",15.3,40.7,29.1,14.9,1,29
"564","AR","Cleburne",15.3,40.7,29.1,14.9,5,23
"565","AR","Cleveland",11.4,47.2,25.2,16.2,5,25
"566","AR","Cleveland",11.4,47.2,25.2,16.2,37,45
"567","AR","Cleveland",11.4,47.2,25.2,16.2,40,27
"568","AR","Columbia",15,39.9,24.5,20.6,5,27
"569","AR","Columbia",15,39.9,24.5,20.6,12,23
"570","AR","Columbia",15,39.9,24.5,20.6,13,73
"571","AR","Columbia",15,39.9,24.5,20.6,36,21
"572","AR","Columbia",15,39.9,24.5,20.6,41,9
"573","AR","Columbia",15,39.9,24.5,20.6,42,37
"574","AR","Columbia",15,39.9,24.5,20.6,53,13
"575","AR","Columbia",15,39.9,24.5,20.6,55,21
"576","AR","Conway",14.1,43.4,26.5,16,5,29
"577","AR","Craighead",10.9,34.1,28.7,26.3,5,31
"578","AR","Crawford",14.8,37.4,32.4,15.3,5,33
"579","AR","Crawford",14.8,37.4,32.4,15.3,13,79
"580","AR","Crawford",14.8,37.4,32.4,15.3,17,33
"581","AR","Crawford",14.8,37.4,32.4,15.3,18,25
"582","AR","Crawford",14.8,37.4,32.4,15.3,19,47
"583","AR","Crawford",14.8,37.4,32.4,15.3,20,37
"584","AR","Crawford",14.8,37.4,32.4,15.3,26,39
"585","AR","Crawford",14.8,37.4,32.4,15.3,29,55
"586","AR","Crawford",14.8,37.4,32.4,15.3,39,33
"587","AR","Crawford",14.8,37.4,32.4,15.3,42,39
"588","AR","Crawford",14.8,37.4,32.4,15.3,55,23
"589","AR","Crittenden",17.6,35,29.4,18,5,35
"590","AR","Crittenden",17.6,35,29.4,18,21,55
"591","AR","Cross",17.2,41.5,25.8,15.4,5,37
"592","AR","Dallas",16.4,43.4,26.6,13.7,1,47
"593","AR","Dallas",16.4,43.4,26.6,13.7,5,39
"594","AR","Dallas",16.4,43.4,26.6,13.7,19,49
"595","AR","Dallas",16.4,43.4,26.6,13.7,29,59
"596","AR","Dallas",16.4,43.4,26.6,13.7,48,113
"597","AR","Desha",21.2,44,22.4,12.4,5,41
"598","AR","Drew",14.9,35.4,29.1,20.6,5,43
"599","AR","Faulkner",8.7,30.5,30.7,30,5,45
"600","AR","Franklin",17.4,40.1,30.7,11.8,1,59
"601","AR","Franklin",17.4,40.1,30.7,11.8,5,47
"602","AR","Franklin",17.4,40.1,30.7,11.8,12,37
"603","AR","Franklin",17.4,40.1,30.7,11.8,13,119
"604","AR","Franklin",17.4,40.1,30.7,11.8,16,41
"605","AR","Franklin",17.4,40.1,30.7,11.8,17,55
"606","AR","Franklin",17.4,40.1,30.7,11.8,18,47
"607","AR","Franklin",17.4,40.1,30.7,11.8,19,69
"608","AR","Franklin",17.4,40.1,30.7,11.8,20,59
"609","AR","Franklin",17.4,40.1,30.7,11.8,21,73
"610","AR","Franklin",17.4,40.1,30.7,11.8,22,41
"611","AR","Franklin",17.4,40.1,30.7,11.8,23,7
"612","AR","Franklin",17.4,40.1,30.7,11.8,25,11
"613","AR","Franklin",17.4,40.1,30.7,11.8,28,37
"614","AR","Franklin",17.4,40.1,30.7,11.8,29,71
"615","AR","Franklin",17.4,40.1,30.7,11.8,31,61
"616","AR","Franklin",17.4,40.1,30.7,11.8,36,33
"617","AR","Franklin",17.4,40.1,30.7,11.8,37,69
"618","AR","Franklin",17.4,40.1,30.7,11.8,39,49
"619","AR","Franklin",17.4,40.1,30.7,11.8,42,55
"620","AR","Franklin",17.4,40.1,30.7,11.8,47,51
"621","AR","Franklin",17.4,40.1,30.7,11.8,48,159
"622","AR","Franklin",17.4,40.1,30.7,11.8,50,11
"623","AR","Franklin",17.4,40.1,30.7,11.8,51,67
"624","AR","Franklin",17.4,40.1,30.7,11.8,51,620
"625","AR","Franklin",17.4,40.1,30.7,11.8,53,21
"626","AR","Fulton",15.4,37.2,35.6,11.8,5,49
"627","AR","Fulton",15.4,37.2,35.6,11.8,13,121
"628","AR","Fulton",15.4,37.2,35.6,11.8,17,57
"629","AR","Fulton",15.4,37.2,35.6,11.8,18,49
"630","AR","Fulton",15.4,37.2,35.6,11.8,21,75
"631","AR","Fulton",15.4,37.2,35.6,11.8,36,35
"632","AR","Fulton",15.4,37.2,35.6,11.8,39,51
"633","AR","Fulton",15.4,37.2,35.6,11.8,42,57
"634","AR","Garland",11.6,31.5,36.7,20.2,5,51
"635","AR","Grant",8.5,44.2,29,18.3,5,53
"636","AR","Grant",8.5,44.2,29,18.3,18,53
"637","AR","Grant",8.5,44.2,29,18.3,20,67
"638","AR","Grant",8.5,44.2,29,18.3,21,81
"639","AR","Grant",8.5,44.2,29,18.3,22,43
"640","AR","Grant",8.5,44.2,29,18.3,27,51
"641","AR","Grant",8.5,44.2,29,18.3,31,75
"642","AR","Grant",8.5,44.2,29,18.3,35,17
"643","AR","Grant",8.5,44.2,29,18.3,38,37
"644","AR","Grant",8.5,44.2,29,18.3,40,53
"645","AR","Grant",8.5,44.2,29,18.3,41,23
"646","AR","Grant",8.5,44.2,29,18.3,46,51
"647","AR","Grant",8.5,44.2,29,18.3,53,25
"648","AR","Grant",8.5,44.2,29,18.3,54,23
"649","AR","Grant",8.5,44.2,29,18.3,55,43
"650","AR","Greene",12.7,44.2,27.2,15.9,1,63
"651","AR","Greene",12.7,44.2,27.2,15.9,5,55
"652","AR","Greene",12.7,44.2,27.2,15.9,13,133
"653","AR","Greene",12.7,44.2,27.2,15.9,17,61
"654","AR","Greene",12.7,44.2,27.2,15.9,18,55
"655","AR","Greene",12.7,44.2,27.2,15.9,19,73
"656","AR","Greene",12.7,44.2,27.2,15.9,28,41
"657","AR","Greene",12.7,44.2,27.2,15.9,29,77
"658","AR","Greene",12.7,44.2,27.2,15.9,36,39
"659","AR","Greene",12.7,44.2,27.2,15.9,37,79
"660","AR","Greene",12.7,44.2,27.2,15.9,39,57
"661","AR","Greene",12.7,44.2,27.2,15.9,42,59
"662","AR","Greene",12.7,44.2,27.2,15.9,47,59
"663","AR","Greene",12.7,44.2,27.2,15.9,51,79
"664","AR","Hempstead",19,36.9,28.9,15.1,5,57
"665","AR","Hot Spring",14.6,39.6,31.1,14.7,NA,NA
"666","AR","Howard",17.1,37.3,30.8,14.7,5,61
"667","AR","Howard",17.1,37.3,30.8,14.7,18,67
"668","AR","Howard",17.1,37.3,30.8,14.7,19,89
"669","AR","Howard",17.1,37.3,30.8,14.7,24,27
"670","AR","Howard",17.1,37.3,30.8,14.7,29,89
"671","AR","Howard",17.1,37.3,30.8,14.7,31,93
"672","AR","Howard",17.1,37.3,30.8,14.7,48,227
"673","AR","Independence",14.2,35.8,31,18.9,5,63
"674","AR","Izard",14.9,37.8,33.5,13.8,5,65
"675","AR","Jackson",21.1,41.1,27.7,10.2,1,71
"676","AR","Jackson",21.1,41.1,27.7,10.2,5,67
"677","AR","Jackson",21.1,41.1,27.7,10.2,8,57
"678","AR","Jackson",21.1,41.1,27.7,10.2,12,63
"679","AR","Jackson",21.1,41.1,27.7,10.2,13,157
"680","AR","Jackson",21.1,41.1,27.7,10.2,17,77
"681","AR","Jackson",21.1,41.1,27.7,10.2,18,71
"682","AR","Jackson",21.1,41.1,27.7,10.2,19,97
"683","AR","Jackson",21.1,41.1,27.7,10.2,20,85
"684","AR","Jackson",21.1,41.1,27.7,10.2,21,109
"685","AR","Jackson",21.1,41.1,27.7,10.2,22,49
"686","AR","Jackson",21.1,41.1,27.7,10.2,26,75
"687","AR","Jackson",21.1,41.1,27.7,10.2,27,63
"688","AR","Jackson",21.1,41.1,27.7,10.2,28,59
"689","AR","Jackson",21.1,41.1,27.7,10.2,29,95
"690","AR","Jackson",21.1,41.1,27.7,10.2,37,99
"691","AR","Jackson",21.1,41.1,27.7,10.2,39,79
"692","AR","Jackson",21.1,41.1,27.7,10.2,40,65
"693","AR","Jackson",21.1,41.1,27.7,10.2,41,29
"694","AR","Jackson",21.1,41.1,27.7,10.2,46,71
"695","AR","Jackson",21.1,41.1,27.7,10.2,47,87
"696","AR","Jackson",21.1,41.1,27.7,10.2,48,239
"697","AR","Jackson",21.1,41.1,27.7,10.2,54,35
"698","AR","Jackson",21.1,41.1,27.7,10.2,55,53
"699","AR","Jefferson",14,38.5,29.7,17.8,1,73
"700","AR","Jefferson",14,38.5,29.7,17.8,5,69
"701","AR","Jefferson",14,38.5,29.7,17.8,8,59
"702","AR","Jefferson",14,38.5,29.7,17.8,12,65
"703","AR","Jefferson",14,38.5,29.7,17.8,13,163
"704","AR","Jefferson",14,38.5,29.7,17.8,16,51
"705","AR","Jefferson",14,38.5,29.7,17.8,17,81
"706","AR","Jefferson",14,38.5,29.7,17.8,18,77
"707","AR","Jefferson",14,38.5,29.7,17.8,19,101
"708","AR","Jefferson",14,38.5,29.7,17.8,20,87
"709","AR","Jefferson",14,38.5,29.7,17.8,21,111
"710","AR","Jefferson",14,38.5,29.7,17.8,22,51
"711","AR","Jefferson",14,38.5,29.7,17.8,22,53
"712","AR","Jefferson",14,38.5,29.7,17.8,28,63
"713","AR","Jefferson",14,38.5,29.7,17.8,28,65
"714","AR","Jefferson",14,38.5,29.7,17.8,29,99
"715","AR","Jefferson",14,38.5,29.7,17.8,30,43
"716","AR","Jefferson",14,38.5,29.7,17.8,31,95
"717","AR","Jefferson",14,38.5,29.7,17.8,36,45
"718","AR","Jefferson",14,38.5,29.7,17.8,39,81
"719","AR","Jefferson",14,38.5,29.7,17.8,40,67
"720","AR","Jefferson",14,38.5,29.7,17.8,41,31
"721","AR","Jefferson",14,38.5,29.7,17.8,42,65
"722","AR","Jefferson",14,38.5,29.7,17.8,47,89
"723","AR","Jefferson",14,38.5,29.7,17.8,48,245
"724","AR","Jefferson",14,38.5,29.7,17.8,53,31
"725","AR","Jefferson",14,38.5,29.7,17.8,54,37
"726","AR","Jefferson",14,38.5,29.7,17.8,55,55
"727","AR","Johnson",20.6,41.2,22.3,15.8,5,71
"728","AR","Johnson",20.6,41.2,22.3,15.8,13,167
"729","AR","Johnson",20.6,41.2,22.3,15.8,17,87
"730","AR","Johnson",20.6,41.2,22.3,15.8,18,81
"731","AR","Johnson",20.6,41.2,22.3,15.8,19,103
"732","AR","Johnson",20.6,41.2,22.3,15.8,20,91
"733","AR","Johnson",20.6,41.2,22.3,15.8,21,115
"734","AR","Johnson",20.6,41.2,22.3,15.8,29,101
"735","AR","Johnson",20.6,41.2,22.3,15.8,31,97
"736","AR","Johnson",20.6,41.2,22.3,15.8,47,91
"737","AR","Johnson",20.6,41.2,22.3,15.8,48,251
"738","AR","Johnson",20.6,41.2,22.3,15.8,56,19
"739","AR","Lafayette",18.3,41.3,24,16.5,5,73
"740","AR","Lafayette",18.3,41.3,24,16.5,12,67
"741","AR","Lafayette",18.3,41.3,24,16.5,22,55
"742","AR","Lafayette",18.3,41.3,24,16.5,28,71
"743","AR","Lafayette",18.3,41.3,24,16.5,29,107
"744","AR","Lafayette",18.3,41.3,24,16.5,55,65
"745","AR","Lawrence",14.5,40.4,30.1,15,1,79
"746","AR","Lawrence",14.5,40.4,30.1,15,5,75
"747","AR","Lawrence",14.5,40.4,30.1,15,17,101
"748","AR","Lawrence",14.5,40.4,30.1,15,18,93
"749","AR","Lawrence",14.5,40.4,30.1,15,21,127
"750","AR","Lawrence",14.5,40.4,30.1,15,28,77
"751","AR","Lawrence",14.5,40.4,30.1,15,29,109
"752","AR","Lawrence",14.5,40.4,30.1,15,39,87
"753","AR","Lawrence",14.5,40.4,30.1,15,42,73
"754","AR","Lawrence",14.5,40.4,30.1,15,46,81
"755","AR","Lawrence",14.5,40.4,30.1,15,47,99
"756","AR","Lee",27,40.8,23.3,8.9,1,81
"757","AR","Lee",27,40.8,23.3,8.9,5,77
"758","AR","Lee",27,40.8,23.3,8.9,12,71
"759","AR","Lee",27,40.8,23.3,8.9,13,177
"760","AR","Lee",27,40.8,23.3,8.9,17,103
"761","AR","Lee",27,40.8,23.3,8.9,19,111
"762","AR","Lee",27,40.8,23.3,8.9,21,129
"763","AR","Lee",27,40.8,23.3,8.9,28,81
"764","AR","Lee",27,40.8,23.3,8.9,37,105
"765","AR","Lee",27,40.8,23.3,8.9,45,61
"766","AR","Lee",27,40.8,23.3,8.9,48,287
"767","AR","Lee",27,40.8,23.3,8.9,51,105
"768","AR","Lincoln",18.7,50.3,22.1,8.9,5,79
"769","AR","Lincoln",18.7,50.3,22.1,8.9,8,73
"770","AR","Lincoln",18.7,50.3,22.1,8.9,13,181
"771","AR","Lincoln",18.7,50.3,22.1,8.9,16,63
"772","AR","Lincoln",18.7,50.3,22.1,8.9,20,105
"773","AR","Lincoln",18.7,50.3,22.1,8.9,21,137
"774","AR","Lincoln",18.7,50.3,22.1,8.9,22,61
"775","AR","Lincoln",18.7,50.3,22.1,8.9,23,15
"776","AR","Lincoln",18.7,50.3,22.1,8.9,27,81
"777","AR","Lincoln",18.7,50.3,22.1,8.9,28,85
"778","AR","Lincoln",18.7,50.3,22.1,8.9,29,113
"779","AR","Lincoln",18.7,50.3,22.1,8.9,30,53
"780","AR","Lincoln",18.7,50.3,22.1,8.9,31,111
"781","AR","Lincoln",18.7,50.3,22.1,8.9,32,17
"782","AR","Lincoln",18.7,50.3,22.1,8.9,35,27
"783","AR","Lincoln",18.7,50.3,22.1,8.9,37,109
"784","AR","Lincoln",18.7,50.3,22.1,8.9,40,81
"785","AR","Lincoln",18.7,50.3,22.1,8.9,41,41
"786","AR","Lincoln",18.7,50.3,22.1,8.9,46,83
"787","AR","Lincoln",18.7,50.3,22.1,8.9,47,103
"788","AR","Lincoln",18.7,50.3,22.1,8.9,53,43
"789","AR","Lincoln",18.7,50.3,22.1,8.9,54,43
"790","AR","Lincoln",18.7,50.3,22.1,8.9,55,69
"791","AR","Lincoln",18.7,50.3,22.1,8.9,56,23
"792","AR","Little River",11.8,42.7,34,11.4,NA,NA
"793","AR","Logan",14.9,45,28,12.1,5,83
"794","AR","Logan",14.9,45,28,12.1,8,75
"795","AR","Logan",14.9,45,28,12.1,17,107
"796","AR","Logan",14.9,45,28,12.1,20,109
"797","AR","Logan",14.9,45,28,12.1,21,141
"798","AR","Logan",14.9,45,28,12.1,31,113
"799","AR","Logan",14.9,45,28,12.1,38,47
"800","AR","Logan",14.9,45,28,12.1,39,91
"801","AR","Logan",14.9,45,28,12.1,40,83
"802","AR","Logan",14.9,45,28,12.1,54,45
"803","AR","Lonoke",11.3,35.1,33.3,20.3,5,85
"804","AR","Madison",20.3,45.6,21.6,12.5,1,89
"805","AR","Madison",20.3,45.6,21.6,12.5,5,87
"806","AR","Madison",20.3,45.6,21.6,12.5,12,79
"807","AR","Madison",20.3,45.6,21.6,12.5,13,195
"808","AR","Madison",20.3,45.6,21.6,12.5,16,65
"809","AR","Madison",20.3,45.6,21.6,12.5,17,119
"810","AR","Madison",20.3,45.6,21.6,12.5,18,95
"811","AR","Madison",20.3,45.6,21.6,12.5,19,121
"812","AR","Madison",20.3,45.6,21.6,12.5,21,151
"813","AR","Madison",20.3,45.6,21.6,12.5,22,65
"814","AR","Madison",20.3,45.6,21.6,12.5,28,89
"815","AR","Madison",20.3,45.6,21.6,12.5,29,123
"816","AR","Madison",20.3,45.6,21.6,12.5,30,57
"817","AR","Madison",20.3,45.6,21.6,12.5,31,119
"818","AR","Madison",20.3,45.6,21.6,12.5,36,53
"819","AR","Madison",20.3,45.6,21.6,12.5,37,115
"820","AR","Madison",20.3,45.6,21.6,12.5,39,97
"821","AR","Madison",20.3,45.6,21.6,12.5,47,113
"822","AR","Madison",20.3,45.6,21.6,12.5,48,313
"823","AR","Madison",20.3,45.6,21.6,12.5,51,113
"824","AR","Marion",13.1,36.8,32.8,17.2,1,93
"825","AR","Marion",13.1,36.8,32.8,17.2,5,89
"826","AR","Marion",13.1,36.8,32.8,17.2,12,83
"827","AR","Marion",13.1,36.8,32.8,17.2,13,197
"828","AR","Marion",13.1,36.8,32.8,17.2,17,121
"829","AR","Marion",13.1,36.8,32.8,17.2,18,97
"830","AR","Marion",13.1,36.8,32.8,17.2,19,125
"831","AR","Marion",13.1,36.8,32.8,17.2,20,115
"832","AR","Marion",13.1,36.8,32.8,17.2,21,155
"833","AR","Marion",13.1,36.8,32.8,17.2,28,91
"834","AR","Marion",13.1,36.8,32.8,17.2,29,127
"835","AR","Marion",13.1,36.8,32.8,17.2,39,101
"836","AR","Marion",13.1,36.8,32.8,17.2,41,47
"837","AR","Marion",13.1,36.8,32.8,17.2,45,67
"838","AR","Marion",13.1,36.8,32.8,17.2,47,115
"839","AR","Marion",13.1,36.8,32.8,17.2,48,315
"840","AR","Marion",13.1,36.8,32.8,17.2,54,49
"841","AR","Miller",14,35.9,33.5,16.6,5,91
"842","AR","Miller",14,35.9,33.5,16.6,13,201
"843","AR","Miller",14,35.9,33.5,16.6,29,131
"844","AR","Mississippi",19.3,38.6,29.3,12.8,5,93
"845","AR","Mississippi",19.3,38.6,29.3,12.8,29,133
"846","AR","Monroe",22.9,43,23.6,10.5,1,99
"847","AR","Monroe",22.9,43,23.6,10.5,5,95
"848","AR","Monroe",22.9,43,23.6,10.5,12,87
"849","AR","Monroe",22.9,43,23.6,10.5,13,207
"850","AR","Monroe",22.9,43,23.6,10.5,17,133
"851","AR","Monroe",22.9,43,23.6,10.5,18,105
"852","AR","Monroe",22.9,43,23.6,10.5,19,135
"853","AR","Monroe",22.9,43,23.6,10.5,21,171
"854","AR","Monroe",22.9,43,23.6,10.5,26,115
"855","AR","Monroe",22.9,43,23.6,10.5,28,95
"856","AR","Monroe",22.9,43,23.6,10.5,29,137
"857","AR","Monroe",22.9,43,23.6,10.5,36,55
"858","AR","Monroe",22.9,43,23.6,10.5,39,111
"859","AR","Monroe",22.9,43,23.6,10.5,42,89
"860","AR","Monroe",22.9,43,23.6,10.5,47,123
"861","AR","Monroe",22.9,43,23.6,10.5,54,63
"862","AR","Monroe",22.9,43,23.6,10.5,55,81
"863","AR","Montgomery",21.8,36.5,30.9,10.8,1,101
"864","AR","Montgomery",21.8,36.5,30.9,10.8,5,97
"865","AR","Montgomery",21.8,36.5,30.9,10.8,13,209
"866","AR","Montgomery",21.8,36.5,30.9,10.8,17,135
"867","AR","Montgomery",21.8,36.5,30.9,10.8,18,107
"868","AR","Montgomery",21.8,36.5,30.9,10.8,19,137
"869","AR","Montgomery",21.8,36.5,30.9,10.8,20,125
"870","AR","Montgomery",21.8,36.5,30.9,10.8,21,173
"871","AR","Montgomery",21.8,36.5,30.9,10.8,24,31
"872","AR","Montgomery",21.8,36.5,30.9,10.8,28,97
"873","AR","Montgomery",21.8,36.5,30.9,10.8,29,139
"874","AR","Montgomery",21.8,36.5,30.9,10.8,36,57
"875","AR","Montgomery",21.8,36.5,30.9,10.8,37,123
"876","AR","Montgomery",21.8,36.5,30.9,10.8,39,113
"877","AR","Montgomery",21.8,36.5,30.9,10.8,42,91
"878","AR","Montgomery",21.8,36.5,30.9,10.8,47,125
"879","AR","Montgomery",21.8,36.5,30.9,10.8,48,339
"880","AR","Montgomery",21.8,36.5,30.9,10.8,51,121
"881","AR","Nevada",13.2,43.8,27.6,15.4,5,99
"882","AR","Nevada",13.2,43.8,27.6,15.4,6,57
"883","AR","Newton",17.4,40.8,25.6,16.2,5,101
"884","AR","Newton",17.4,40.8,25.6,16.2,13,217
"885","AR","Newton",17.4,40.8,25.6,16.2,18,111
"886","AR","Newton",17.4,40.8,25.6,16.2,28,101
"887","AR","Newton",17.4,40.8,25.6,16.2,29,145
"888","AR","Newton",17.4,40.8,25.6,16.2,48,351
"889","AR","Ouachita",14.4,41.6,28,16,5,103
"890","AR","Ouachita",14.4,41.6,28,16,22,73
"891","AR","Perry",16.6,40.7,30.8,11.9,1,105
"892","AR","Perry",16.6,40.7,30.8,11.9,5,105
"893","AR","Perry",16.6,40.7,30.8,11.9,17,145
"894","AR","Perry",16.6,40.7,30.8,11.9,18,123
