"","state","county","percent_of_adults_with_less_than_a_high_school_diploma_2014_18","percent_of_adults_with_a_high_school_diploma_only_2014_18","percent_of_adults_completing_some_college_or_associates_degree_2014_18","percent_of_adults_with_a_bachelors_degree_or_higher_2014_18","state_fips_code","county_fips_code"
"13904","WA","Garfield",3.3,31.8,39.7,25.2,8,45
"13905","WA","Garfield",3.3,31.8,39.7,25.2,30,33
"13906","WA","Garfield",3.3,31.8,39.7,25.2,31,71
"13907","WA","Garfield",3.3,31.8,39.7,25.2,40,47
"13908","WA","Garfield",3.3,31.8,39.7,25.2,49,17
"13909","WA","Garfield",3.3,31.8,39.7,25.2,53,23
"13910","WA","Grant",23.9,26.6,31.9,17.6,5,53
"13911","WA","Grant",23.9,26.6,31.9,17.6,18,53
"13912","WA","Grant",23.9,26.6,31.9,17.6,20,67
"13913","WA","Grant",23.9,26.6,31.9,17.6,21,81
"13914","WA","Grant",23.9,26.6,31.9,17.6,22,43
"13915","WA","Grant",23.9,26.6,31.9,17.6,27,51
"13916","WA","Grant",23.9,26.6,31.9,17.6,31,75
"13917","WA","Grant",23.9,26.6,31.9,17.6,35,17
"13918","WA","Grant",23.9,26.6,31.9,17.6,38,37
"13919","WA","Grant",23.9,26.6,31.9,17.6,40,53
"13920","WA","Grant",23.9,26.6,31.9,17.6,41,23
"13921","WA","Grant",23.9,26.6,31.9,17.6,46,51
"13922","WA","Grant",23.9,26.6,31.9,17.6,53,25
"13923","WA","Grant",23.9,26.6,31.9,17.6,54,23
"13924","WA","Grant",23.9,26.6,31.9,17.6,55,43
"13925","WA","Grays Harbor",11.1,32.9,40.2,15.8,NA,NA
"13926","WA","Island",4.7,22.4,39.9,33,53,29
"13927","WA","Jefferson",5.3,20.9,32,41.8,1,73
"13928","WA","Jefferson",5.3,20.9,32,41.8,5,69
"13929","WA","Jefferson",5.3,20.9,32,41.8,8,59
"13930","WA","Jefferson",5.3,20.9,32,41.8,12,65
"13931","WA","Jefferson",5.3,20.9,32,41.8,13,163
"13932","WA","Jefferson",5.3,20.9,32,41.8,16,51
"13933","WA","Jefferson",5.3,20.9,32,41.8,17,81
"13934","WA","Jefferson",5.3,20.9,32,41.8,18,77
"13935","WA","Jefferson",5.3,20.9,32,41.8,19,101
"13936","WA","Jefferson",5.3,20.9,32,41.8,20,87
"13937","WA","Jefferson",5.3,20.9,32,41.8,21,111
"13938","WA","Jefferson",5.3,20.9,32,41.8,22,51
"13939","WA","Jefferson",5.3,20.9,32,41.8,22,53
"13940","WA","Jefferson",5.3,20.9,32,41.8,28,63
"13941","WA","Jefferson",5.3,20.9,32,41.8,28,65
"13942","WA","Jefferson",5.3,20.9,32,41.8,29,99
"13943","WA","Jefferson",5.3,20.9,32,41.8,30,43
"13944","WA","Jefferson",5.3,20.9,32,41.8,31,95
"13945","WA","Jefferson",5.3,20.9,32,41.8,36,45
"13946","WA","Jefferson",5.3,20.9,32,41.8,39,81
"13947","WA","Jefferson",5.3,20.9,32,41.8,40,67
"13948","WA","Jefferson",5.3,20.9,32,41.8,41,31
"13949","WA","Jefferson",5.3,20.9,32,41.8,42,65
"13950","WA","Jefferson",5.3,20.9,32,41.8,47,89
"13951","WA","Jefferson",5.3,20.9,32,41.8,48,245
"13952","WA","Jefferson",5.3,20.9,32,41.8,53,31
"13953","WA","Jefferson",5.3,20.9,32,41.8,54,37
"13954","WA","Jefferson",5.3,20.9,32,41.8,55,55
"13955","WA","King",7,15.2,26.3,51.4,48,269
"13956","WA","King",7,15.2,26.3,51.4,51,97
"13957","WA","King",7,15.2,26.3,51.4,51,99
"13958","WA","King",7,15.2,26.3,51.4,51,101
"13959","WA","King",7,15.2,26.3,51.4,53,33
"13960","WA","Kitsap",5.6,22.6,39.6,32.2,53,35
"13961","WA","Kittitas",7.9,23.5,33.8,34.8,53,37
"13962","WA","Klickitat",12.2,25.5,33.5,28.9,53,39
"13963","WA","Lewis",12.2,29.5,41.5,16.8,16,61
"13964","WA","Lewis",12.2,29.5,41.5,16.8,21,135
"13965","WA","Lewis",12.2,29.5,41.5,16.8,29,111
"13966","WA","Lewis",12.2,29.5,41.5,16.8,30,49
"13967","WA","Lewis",12.2,29.5,41.5,16.8,36,49
"13968","WA","Lewis",12.2,29.5,41.5,16.8,47,101
"13969","WA","Lewis",12.2,29.5,41.5,16.8,53,41
"13970","WA","Lewis",12.2,29.5,41.5,16.8,54,41
"13971","WA","Lincoln",8.6,28.7,39.1,23.6,5,79
"13972","WA","Lincoln",8.6,28.7,39.1,23.6,8,73
"13973","WA","Lincoln",8.6,28.7,39.1,23.6,13,181
"13974","WA","Lincoln",8.6,28.7,39.1,23.6,16,63
"13975","WA","Lincoln",8.6,28.7,39.1,23.6,20,105
"13976","WA","Lincoln",8.6,28.7,39.1,23.6,21,137
"13977","WA","Lincoln",8.6,28.7,39.1,23.6,22,61
"13978","WA","Lincoln",8.6,28.7,39.1,23.6,23,15
"13979","WA","Lincoln",8.6,28.7,39.1,23.6,27,81
"13980","WA","Lincoln",8.6,28.7,39.1,23.6,28,85
"13981","WA","Lincoln",8.6,28.7,39.1,23.6,29,113
"13982","WA","Lincoln",8.6,28.7,39.1,23.6,30,53
"13983","WA","Lincoln",8.6,28.7,39.1,23.6,31,111
"13984","WA","Lincoln",8.6,28.7,39.1,23.6,32,17
"13985","WA","Lincoln",8.6,28.7,39.1,23.6,35,27
"13986","WA","Lincoln",8.6,28.7,39.1,23.6,37,109
"13987","WA","Lincoln",8.6,28.7,39.1,23.6,40,81
"13988","WA","Lincoln",8.6,28.7,39.1,23.6,41,41
"13989","WA","Lincoln",8.6,28.7,39.1,23.6,46,83
"13990","WA","Lincoln",8.6,28.7,39.1,23.6,47,103
"13991","WA","Lincoln",8.6,28.7,39.1,23.6,53,43
"13992","WA","Lincoln",8.6,28.7,39.1,23.6,54,43
"13993","WA","Lincoln",8.6,28.7,39.1,23.6,55,69
"13994","WA","Lincoln",8.6,28.7,39.1,23.6,56,23
"13995","WA","Mason",12.6,31.3,38.2,18,17,125
"13996","WA","Mason",12.6,31.3,38.2,18,21,161
"13997","WA","Mason",12.6,31.3,38.2,18,26,105
"13998","WA","Mason",12.6,31.3,38.2,18,48,319
"13999","WA","Mason",12.6,31.3,38.2,18,53,45
"14000","WA","Mason",12.6,31.3,38.2,18,54,53
"14001","WA","Okanogan",16.5,30.1,34.4,19,53,47
"14002","WA","Pacific",12,30.1,39.9,18,53,49
"14003","WA","Pend Oreille",10.2,30.2,39.4,20.2,NA,NA
"14004","WA","Pierce",8.7,27.5,37.4,26.4,13,229
"14005","WA","Pierce",8.7,27.5,37.4,26.4,31,139
"14006","WA","Pierce",8.7,27.5,37.4,26.4,38,69
"14007","WA","Pierce",8.7,27.5,37.4,26.4,53,53
"14008","WA","Pierce",8.7,27.5,37.4,26.4,55,93
"14009","WA","San Juan",4.1,16.7,30.7,48.6,NA,NA
"14010","WA","Skagit",10.3,26.3,37.1,26.3,53,57
"14011","WA","Skamania",8.6,31,36.6,23.8,53,59
"14012","WA","Snohomish",7.8,23.8,36.6,31.9,53,61
"14013","WA","Spokane",6.3,23.6,39.7,30.4,53,63
"14014","WA","Stevens",9.5,34.5,37.5,18.5,20,189
"14015","WA","Stevens",9.5,34.5,37.5,18.5,27,149
"14016","WA","Stevens",9.5,34.5,37.5,18.5,53,65
"14017","WA","Thurston",6,21.3,37,35.7,31,173
"14018","WA","Thurston",6,21.3,37,35.7,53,67
"14019","WA","Wahkiakum",8.8,29.2,42.9,19,53,69
"14020","WA","Walla Walla",12.2,20.6,38.7,28.6,NA,NA
"14021","WA","Whatcom",7.7,23.3,35.1,33.9,53,73
"14022","WA","Whitman",4.8,16.1,29.6,49.5,53,75
"14023","WA","Yakima",26.9,28.2,28.9,16,53,77
"14024","WV","Barbour",14.3,46.1,23.1,16.6,1,5
"14025","WV","Barbour",14.3,46.1,23.1,16.6,54,1
"14026","WV","Berkeley",11.2,37.5,30.4,21,45,15
"14027","WV","Berkeley",11.2,37.5,30.4,21,54,3
"14028","WV","Boone",20.3,50.6,20.7,8.4,5,9
"14029","WV","Boone",20.3,50.6,20.7,8.4,17,7
"14030","WV","Boone",20.3,50.6,20.7,8.4,18,11
"14031","WV","Boone",20.3,50.6,20.7,8.4,19,15
"14032","WV","Boone",20.3,50.6,20.7,8.4,21,15
"14033","WV","Boone",20.3,50.6,20.7,8.4,29,19
"14034","WV","Boone",20.3,50.6,20.7,8.4,31,11
"14035","WV","Boone",20.3,50.6,20.7,8.4,54,5
"14036","WV","Braxton",19.5,47.5,17.9,15.1,54,7
"14037","WV","Brooke",8.8,41.7,30.1,19.4,54,9
"14038","WV","Cabell",12,33.1,29.3,25.7,54,11
"14039","WV","Calhoun",19.2,48.5,21.3,11,1,15
"14040","WV","Calhoun",19.2,48.5,21.3,11,5,13
"14041","WV","Calhoun",19.2,48.5,21.3,11,12,13
"14042","WV","Calhoun",19.2,48.5,21.3,11,13,37
"14043","WV","Calhoun",19.2,48.5,21.3,11,17,13
"14044","WV","Calhoun",19.2,48.5,21.3,11,19,25
"14045","WV","Calhoun",19.2,48.5,21.3,11,26,25
"14046","WV","Calhoun",19.2,48.5,21.3,11,28,13
"14047","WV","Calhoun",19.2,48.5,21.3,11,45,17
"14048","WV","Calhoun",19.2,48.5,21.3,11,48,57
"14049","WV","Calhoun",19.2,48.5,21.3,11,54,13
"14050","WV","Clay",24.3,53.5,12.7,9.5,1,27
"14051","WV","Clay",24.3,53.5,12.7,9.5,5,21
"14052","WV","Clay",24.3,53.5,12.7,9.5,12,19
"14053","WV","Clay",24.3,53.5,12.7,9.5,13,61
"14054","WV","Clay",24.3,53.5,12.7,9.5,17,25
"14055","WV","Clay",24.3,53.5,12.7,9.5,18,21
"14056","WV","Clay",24.3,53.5,12.7,9.5,19,41
"14057","WV","Clay",24.3,53.5,12.7,9.5,20,27
"14058","WV","Clay",24.3,53.5,12.7,9.5,21,51
"14059","WV","Clay",24.3,53.5,12.7,9.5,27,27
"14060","WV","Clay",24.3,53.5,12.7,9.5,28,25
"14061","WV","Clay",24.3,53.5,12.7,9.5,29,47
"14062","WV","Clay",24.3,53.5,12.7,9.5,31,35
"14063","WV","Clay",24.3,53.5,12.7,9.5,37,43
"14064","WV","Clay",24.3,53.5,12.7,9.5,46,27
"14065","WV","Clay",24.3,53.5,12.7,9.5,47,27
"14066","WV","Clay",24.3,53.5,12.7,9.5,48,77
"14067","WV","Clay",24.3,53.5,12.7,9.5,54,15
"14068","WV","Doddridge",17.3,45.1,21.9,15.7,54,17
"14069","WV","Fayette",17.7,43,24.2,15.2,1,57
"14070","WV","Fayette",17.7,43,24.2,15.2,13,113
"14071","WV","Fayette",17.7,43,24.2,15.2,17,51
"14072","WV","Fayette",17.7,43,24.2,15.2,18,41
"14073","WV","Fayette",17.7,43,24.2,15.2,19,65
"14074","WV","Fayette",17.7,43,24.2,15.2,21,67
"14075","WV","Fayette",17.7,43,24.2,15.2,39,47
"14076","WV","Fayette",17.7,43,24.2,15.2,42,51
"14077","WV","Fayette",17.7,43,24.2,15.2,47,47
"14078","WV","Fayette",17.7,43,24.2,15.2,48,149
"14079","WV","Fayette",17.7,43,24.2,15.2,54,19
"14080","WV","Gilmer",15.2,44.2,26.2,14.4,13,123
"14081","WV","Gilmer",15.2,44.2,26.2,14.4,54,21
"14082","WV","Grant",19.2,45.3,21.1,14.4,5,53
"14083","WV","Grant",19.2,45.3,21.1,14.4,18,53
"14084","WV","Grant",19.2,45.3,21.1,14.4,20,67
"14085","WV","Grant",19.2,45.3,21.1,14.4,21,81
"14086","WV","Grant",19.2,45.3,21.1,14.4,22,43
"14087","WV","Grant",19.2,45.3,21.1,14.4,27,51
"14088","WV","Grant",19.2,45.3,21.1,14.4,31,75
"14089","WV","Grant",19.2,45.3,21.1,14.4,35,17
"14090","WV","Grant",19.2,45.3,21.1,14.4,38,37
"14091","WV","Grant",19.2,45.3,21.1,14.4,40,53
"14092","WV","Grant",19.2,45.3,21.1,14.4,41,23
"14093","WV","Grant",19.2,45.3,21.1,14.4,46,51
"14094","WV","Grant",19.2,45.3,21.1,14.4,53,25
"14095","WV","Grant",19.2,45.3,21.1,14.4,54,23
"14096","WV","Grant",19.2,45.3,21.1,14.4,55,43
"14097","WV","Greenbrier",15,38.6,26.4,19.9,54,25
"14098","WV","Hampshire",18.9,44.9,24,12.2,25,15
"14099","WV","Hampshire",18.9,44.9,24,12.2,54,27
"14100","WV","Hancock",10.6,41.2,29.7,18.5,13,141
"14101","WV","Hancock",10.6,41.2,29.7,18.5,17,67
"14102","WV","Hancock",10.6,41.2,29.7,18.5,18,59
"14103","WV","Hancock",10.6,41.2,29.7,18.5,19,81
"14104","WV","Hancock",10.6,41.2,29.7,18.5,21,91
"14105","WV","Hancock",10.6,41.2,29.7,18.5,23,9
"14106","WV","Hancock",10.6,41.2,29.7,18.5,28,45
"14107","WV","Hancock",10.6,41.2,29.7,18.5,39,63
"14108","WV","Hancock",10.6,41.2,29.7,18.5,47,67
"14109","WV","Hancock",10.6,41.2,29.7,18.5,54,29
"14110","WV","Hardy",20,46.4,19.1,14.5,54,31
"14111","WV","Harrison",11.6,38.3,27.7,22.5,18,61
"14112","WV","Harrison",11.6,38.3,27.7,22.5,19,85
"14113","WV","Harrison",11.6,38.3,27.7,22.5,21,97
"14114","WV","Harrison",11.6,38.3,27.7,22.5,28,47
"14115","WV","Harrison",11.6,38.3,27.7,22.5,29,81
"14116","WV","Harrison",11.6,38.3,27.7,22.5,39,67
"14117","WV","Harrison",11.6,38.3,27.7,22.5,48,203
"14118","WV","Harrison",11.6,38.3,27.7,22.5,54,33
"14119","WV","Jackson",12.7,44,26.1,17.1,1,71
"14120","WV","Jackson",12.7,44,26.1,17.1,5,67
"14121","WV","Jackson",12.7,44,26.1,17.1,8,57
"14122","WV","Jackson",12.7,44,26.1,17.1,12,63
"14123","WV","Jackson",12.7,44,26.1,17.1,13,157
"14124","WV","Jackson",12.7,44,26.1,17.1,17,77
"14125","WV","Jackson",12.7,44,26.1,17.1,18,71
"14126","WV","Jackson",12.7,44,26.1,17.1,19,97
"14127","WV","Jackson",12.7,44,26.1,17.1,20,85
"14128","WV","Jackson",12.7,44,26.1,17.1,21,109
"14129","WV","Jackson",12.7,44,26.1,17.1,22,49
"14130","WV","Jackson",12.7,44,26.1,17.1,26,75
"14131","WV","Jackson",12.7,44,26.1,17.1,27,63
"14132","WV","Jackson",12.7,44,26.1,17.1,28,59
"14133","WV","Jackson",12.7,44,26.1,17.1,29,95
"14134","WV","Jackson",12.7,44,26.1,17.1,37,99
"14135","WV","Jackson",12.7,44,26.1,17.1,39,79
"14136","WV","Jackson",12.7,44,26.1,17.1,40,65
"14137","WV","Jackson",12.7,44,26.1,17.1,41,29
"14138","WV","Jackson",12.7,44,26.1,17.1,46,71
"14139","WV","Jackson",12.7,44,26.1,17.1,47,87
"14140","WV","Jackson",12.7,44,26.1,17.1,48,239
"14141","WV","Jackson",12.7,44,26.1,17.1,54,35
"14142","WV","Jackson",12.7,44,26.1,17.1,55,53
"14143","WV","Jefferson",10.7,32.1,26.3,30.8,1,73
"14144","WV","Jefferson",10.7,32.1,26.3,30.8,5,69
"14145","WV","Jefferson",10.7,32.1,26.3,30.8,8,59
"14146","WV","Jefferson",10.7,32.1,26.3,30.8,12,65
"14147","WV","Jefferson",10.7,32.1,26.3,30.8,13,163
"14148","WV","Jefferson",10.7,32.1,26.3,30.8,16,51
"14149","WV","Jefferson",10.7,32.1,26.3,30.8,17,81
"14150","WV","Jefferson",10.7,32.1,26.3,30.8,18,77
"14151","WV","Jefferson",10.7,32.1,26.3,30.8,19,101
"14152","WV","Jefferson",10.7,32.1,26.3,30.8,20,87
"14153","WV","Jefferson",10.7,32.1,26.3,30.8,21,111
"14154","WV","Jefferson",10.7,32.1,26.3,30.8,22,51
"14155","WV","Jefferson",10.7,32.1,26.3,30.8,22,53
"14156","WV","Jefferson",10.7,32.1,26.3,30.8,28,63
"14157","WV","Jefferson",10.7,32.1,26.3,30.8,28,65
"14158","WV","Jefferson",10.7,32.1,26.3,30.8,29,99
"14159","WV","Jefferson",10.7,32.1,26.3,30.8,30,43
"14160","WV","Jefferson",10.7,32.1,26.3,30.8,31,95
"14161","WV","Jefferson",10.7,32.1,26.3,30.8,36,45
"14162","WV","Jefferson",10.7,32.1,26.3,30.8,39,81
"14163","WV","Jefferson",10.7,32.1,26.3,30.8,40,67
"14164","WV","Jefferson",10.7,32.1,26.3,30.8,41,31
"14165","WV","Jefferson",10.7,32.1,26.3,30.8,42,65
"14166","WV","Jefferson",10.7,32.1,26.3,30.8,47,89
"14167","WV","Jefferson",10.7,32.1,26.3,30.8,48,245
"14168","WV","Jefferson",10.7,32.1,26.3,30.8,53,31
"14169","WV","Jefferson",10.7,32.1,26.3,30.8,54,37
"14170","WV","Jefferson",10.7,32.1,26.3,30.8,55,55
"14171","WV","Kanawha",11.9,37.5,25.7,24.9,54,39
"14172","WV","Lewis",13,49.5,24.2,13.3,16,61
"14173","WV","Lewis",13,49.5,24.2,13.3,21,135
"14174","WV","Lewis",13,49.5,24.2,13.3,29,111
"14175","WV","Lewis",13,49.5,24.2,13.3,30,49
"14176","WV","Lewis",13,49.5,24.2,13.3,36,49
"14177","WV","Lewis",13,49.5,24.2,13.3,47,101
"14178","WV","Lewis",13,49.5,24.2,13.3,53,41
"14179","WV","Lewis",13,49.5,24.2,13.3,54,41
"14180","WV","Lincoln",19.1,46.8,25.3,8.7,5,79
"14181","WV","Lincoln",19.1,46.8,25.3,8.7,8,73
"14182","WV","Lincoln",19.1,46.8,25.3,8.7,13,181
"14183","WV","Lincoln",19.1,46.8,25.3,8.7,16,63
"14184","WV","Lincoln",19.1,46.8,25.3,8.7,20,105
"14185","WV","Lincoln",19.1,46.8,25.3,8.7,21,137
"14186","WV","Lincoln",19.1,46.8,25.3,8.7,22,61
"14187","WV","Lincoln",19.1,46.8,25.3,8.7,23,15
"14188","WV","Lincoln",19.1,46.8,25.3,8.7,27,81
"14189","WV","Lincoln",19.1,46.8,25.3,8.7,28,85
"14190","WV","Lincoln",19.1,46.8,25.3,8.7,29,113
"14191","WV","Lincoln",19.1,46.8,25.3,8.7,30,53
"14192","WV","Lincoln",19.1,46.8,25.3,8.7,31,111
"14193","WV","Lincoln",19.1,46.8,25.3,8.7,32,17
"14194","WV","Lincoln",19.1,46.8,25.3,8.7,35,27
"14195","WV","Lincoln",19.1,46.8,25.3,8.7,37,109
"14196","WV","Lincoln",19.1,46.8,25.3,8.7,40,81
"14197","WV","Lincoln",19.1,46.8,25.3,8.7,41,41
"14198","WV","Lincoln",19.1,46.8,25.3,8.7,46,83
"14199","WV","Lincoln",19.1,46.8,25.3,8.7,47,103
"14200","WV","Lincoln",19.1,46.8,25.3,8.7,53,43
"14201","WV","Lincoln",19.1,46.8,25.3,8.7,54,43
"14202","WV","Lincoln",19.1,46.8,25.3,8.7,55,69
"14203","WV","Lincoln",19.1,46.8,25.3,8.7,56,23
"14204","WV","Logan",19.8,43.9,26.3,10,5,83
"14205","WV","Logan",19.8,43.9,26.3,10,8,75
"14206","WV","Logan",19.8,43.9,26.3,10,17,107
"14207","WV","Logan",19.8,43.9,26.3,10,20,109
"14208","WV","Logan",19.8,43.9,26.3,10,21,141
"14209","WV","Logan",19.8,43.9,26.3,10,31,113
"14210","WV","Logan",19.8,43.9,26.3,10,38,47
"14211","WV","Logan",19.8,43.9,26.3,10,39,91
"14212","WV","Logan",19.8,43.9,26.3,10,40,83
"14213","WV","Logan",19.8,43.9,26.3,10,54,45
"14214","WV","McDowell",33.6,44.9,16.1,5.4,37,111
"14215","WV","McDowell",33.6,44.9,16.1,5.4,54,47
"14216","WV","Marion",10.7,40.2,25.7,23.4,1,93
"14217","WV","Marion",10.7,40.2,25.7,23.4,5,89
"14218","WV","Marion",10.7,40.2,25.7,23.4,12,83
"14219","WV","Marion",10.7,40.2,25.7,23.4,13,197
"14220","WV","Marion",10.7,40.2,25.7,23.4,17,121
"14221","WV","Marion",10.7,40.2,25.7,23.4,18,97
"14222","WV","Marion",10.7,40.2,25.7,23.4,19,125
"14223","WV","Marion",10.7,40.2,25.7,23.4,20,115
"14224","WV","Marion",10.7,40.2,25.7,23.4,21,155
"14225","WV","Marion",10.7,40.2,25.7,23.4,28,91
"14226","WV","Marion",10.7,40.2,25.7,23.4,29,127
"14227","WV","Marion",10.7,40.2,25.7,23.4,39,101
"14228","WV","Marion",10.7,40.2,25.7,23.4,41,47
"14229","WV","Marion",10.7,40.2,25.7,23.4,45,67
"14230","WV","Marion",10.7,40.2,25.7,23.4,47,115
"14231","WV","Marion",10.7,40.2,25.7,23.4,48,315
"14232","WV","Marion",10.7,40.2,25.7,23.4,54,49
"14233","WV","Marshall",9,43.2,29.3,18.5,1,95
"14234","WV","Marshall",9,43.2,29.3,18.5,17,123
"14235","WV","Marshall",9,43.2,29.3,18.5,18,99
"14236","WV","Marshall",9,43.2,29.3,18.5,19,127
"14237","WV","Marshall",9,43.2,29.3,18.5,20,117
"14238","WV","Marshall",9,43.2,29.3,18.5,21,157
"14239","WV","Marshall",9,43.2,29.3,18.5,27,89
"14240","WV","Marshall",9,43.2,29.3,18.5,28,93
"14241","WV","Marshall",9,43.2,29.3,18.5,40,95
"14242","WV","Marshall",9,43.2,29.3,18.5,46,91
"14243","WV","Marshall",9,43.2,29.3,18.5,47,117
"14244","WV","Marshall",9,43.2,29.3,18.5,54,51
"14245","WV","Mason",14.5,46.5,26.6,12.4,17,125
"14246","WV","Mason",14.5,46.5,26.6,12.4,21,161
"14247","WV","Mason",14.5,46.5,26.6,12.4,26,105
"14248","WV","Mason",14.5,46.5,26.6,12.4,48,319
"14249","WV","Mason",14.5,46.5,26.6,12.4,53,45
"14250","WV","Mason",14.5,46.5,26.6,12.4,54,53
"14251","WV","Mercer",15.5,39.7,24.8,20,17,131
"14252","WV","Mercer",15.5,39.7,24.8,20,21,167
"14253","WV","Mercer",15.5,39.7,24.8,20,29,129
"14254","WV","Mercer",15.5,39.7,24.8,20,34,21
"14255","WV","Mercer",15.5,39.7,24.8,20,38,57
"14256","WV","Mercer",15.5,39.7,24.8,20,39,107
"14257","WV","Mercer",15.5,39.7,24.8,20,42,85
"14258","WV","Mercer",15.5,39.7,24.8,20,54,55
"14259","WV","Mineral",9.1,48.4,27.8,14.7,8,79
"14260","WV","Mineral",9.1,48.4,27.8,14.7,30,61
"14261","WV","Mineral",9.1,48.4,27.8,14.7,32,21
"14262","WV","Mineral",9.1,48.4,27.8,14.7,54,57
"14263","WV","Mingo",24.5,43.2,22.8,9.5,54,59
"14264","WV","Monongalia",7.7,28.8,22.2,41.3,54,61
"14265","WV","Monroe",16.5,52.2,17.5,13.8,1,99
"14266","WV","Monroe",16.5,52.2,17.5,13.8,5,95
"14267","WV","Monroe",16.5,52.2,17.5,13.8,12,87
"14268","WV","Monroe",16.5,52.2,17.5,13.8,13,207
"14269","WV","Monroe",16.5,52.2,17.5,13.8,17,133
"14270","WV","Monroe",16.5,52.2,17.5,13.8,18,105
"14271","WV","Monroe",16.5,52.2,17.5,13.8,19,135
"14272","WV","Monroe",16.5,52.2,17.5,13.8,21,171
"14273","WV","Monroe",16.5,52.2,17.5,13.8,26,115
"14274","WV","Monroe",16.5,52.2,17.5,13.8,28,95
"14275","WV","Monroe",16.5,52.2,17.5,13.8,29,137
"14276","WV","Monroe",16.5,52.2,17.5,13.8,36,55
"14277","WV","Monroe",16.5,52.2,17.5,13.8,39,111
"14278","WV","Monroe",16.5,52.2,17.5,13.8,42,89
"14279","WV","Monroe",16.5,52.2,17.5,13.8,47,123
"14280","WV","Monroe",16.5,52.2,17.5,13.8,54,63
"14281","WV","Monroe",16.5,52.2,17.5,13.8,55,81
"14282","WV","Morgan",14.2,39.9,28.6,17.3,1,103
"14283","WV","Morgan",14.2,39.9,28.6,17.3,8,87
"14284","WV","Morgan",14.2,39.9,28.6,17.3,13,211
"14285","WV","Morgan",14.2,39.9,28.6,17.3,17,137
"14286","WV","Morgan",14.2,39.9,28.6,17.3,18,109
"14287","WV","Morgan",14.2,39.9,28.6,17.3,21,175
"14288","WV","Morgan",14.2,39.9,28.6,17.3,29,141
"14289","WV","Morgan",14.2,39.9,28.6,17.3,39,115
"14290","WV","Morgan",14.2,39.9,28.6,17.3,47,129
"14291","WV","Morgan",14.2,39.9,28.6,17.3,49,29
"14292","WV","Morgan",14.2,39.9,28.6,17.3,54,65
"14293","WV","Nicholas",13.3,49.3,22.2,15.2,21,181
"14294","WV","Nicholas",13.3,49.3,22.2,15.2,54,67
"14295","WV","Ohio",7,34.8,27.4,30.8,18,115
"14296","WV","Ohio",7,34.8,27.4,30.8,21,183
"14297","WV","Ohio",7,34.8,27.4,30.8,54,69
"14298","WV","Pendleton",18,51.9,15.9,14.2,21,191
"14299","WV","Pendleton",18,51.9,15.9,14.2,54,71
"14300","WV","Pleasants",10.7,50.4,26,12.9,54,73
"14301","WV","Pocahontas",15.6,47.5,20.5,16.3,19,151
"14302","WV","Pocahontas",15.6,47.5,20.5,16.3,54,75
"14303","WV","Preston",13.6,48.8,22.1,15.4,54,77
"14304","WV","Putnam",7.3,37.3,28.7,26.7,12,107
"14305","WV","Putnam",7.3,37.3,28.7,26.7,13,237
"14306","WV","Putnam",7.3,37.3,28.7,26.7,17,155
"14307","WV","Putnam",7.3,37.3,28.7,26.7,18,133
"14308","WV","Putnam",7.3,37.3,28.7,26.7,29,171
"14309","WV","Putnam",7.3,37.3,28.7,26.7,36,79
"14310","WV","Putnam",7.3,37.3,28.7,26.7,39,137
"14311","WV","Putnam",7.3,37.3,28.7,26.7,47,141
"14312","WV","Putnam",7.3,37.3,28.7,26.7,54,79
"14313","WV","Raleigh",14,40.2,27.5,18.3,54,81
"14314","WV","Randolph",16.2,48.4,19.1,16.3,1,111
"14315","WV","Randolph",16.2,48.4,19.1,16.3,5,121
"14316","WV","Randolph",16.2,48.4,19.1,16.3,13,243
"14317","WV","Randolph",16.2,48.4,19.1,16.3,17,157
"14318","WV","Randolph",16.2,48.4,19.1,16.3,18,135
"14319","WV","Randolph",16.2,48.4,19.1,16.3,29,175
"14320","WV","Randolph",16.2,48.4,19.1,16.3,37,151
"14321","WV","Randolph",16.2,48.4,19.1,16.3,54,83
"14322","WV","Ritchie",17.4,48.4,23.7,10.5,54,85
"14323","WV","Roane",22.4,43,22.2,12.4,47,145
"14324","WV","Roane",22.4,43,22.2,12.4,54,87
"14325","WV","Summers",14.4,44.1,27.6,13.9,54,89
"14326","WV","Taylor",11.6,46,25.1,17.2,12,123
"14327","WV","Taylor",11.6,46,25.1,17.2,13,269
"14328","WV","Taylor",11.6,46,25.1,17.2,19,173
"14329","WV","Taylor",11.6,46,25.1,17.2,21,217
"14330","WV","Taylor",11.6,46,25.1,17.2,48,441
"14331","WV","Taylor",11.6,46,25.1,17.2,54,91
"14332","WV","Taylor",11.6,46,25.1,17.2,55,119
"14333","WV","Tucker",11.6,49,21.9,17.5,54,93
"14334","WV","Tyler",11.9,48.7,25.4,13.9,48,457
"14335","WV","Tyler",11.9,48.7,25.4,13.9,54,95
"14336","WV","Upshur",16.4,48,18.8,16.8,48,459
"14337","WV","Upshur",16.4,48,18.8,16.8,54,97
"14338","WV","Wayne",20.2,40.1,24.6,15.1,13,305
"14339","WV","Wayne",20.2,40.1,24.6,15.1,17,191
"14340","WV","Wayne",20.2,40.1,24.6,15.1,18,177
"14341","WV","Wayne",20.2,40.1,24.6,15.1,19,185
"14342","WV","Wayne",20.2,40.1,24.6,15.1,21,231
"14343","WV","Wayne",20.2,40.1,24.6,15.1,26,163
"14344","WV","Wayne",20.2,40.1,24.6,15.1,28,153
